customer_id,tenure_months,monthly_spend,support_tickets_90d,late_payments_12m,digital_sessions_30d,contract_type,payment_method,satisfaction_score,discount_rate,products_owned,churn
NOV-03911,26,42.63,2,0,18,mensuel,prelevement,7.9,0.0,4,0
NOV-03912,49,26.58,1,0,19,annuel,carte,5.3,0.05,1,0
NOV-03913,17,144.73,0,0,16,mensuel,carte,10.0,0.0,4,0
NOV-03914,13,65.1,3,0,21,mensuel,carte,6.9,0.0,4,0
NOV-03915,42,55.78,3,0,19,mensuel,carte,7.8,0.0,4,0
NOV-03916,67,86.87,0,0,23,bisannuel,virement,8.1,0.0,3,0
NOV-03917,64,109.09,2,0,15,bisannuel,prelevement,6.6,0.05,4,0
NOV-03918,66,139.76,3,0,16,mensuel,prelevement,10.0,0.05,1,0
NOV-03919,10,92.6,1,0,14,mensuel,prelevement,7.1,0.05,3,1
NOV-03920,31,49.69,1,1,23,annuel,prelevement,10.0,0.0,4,0
NOV-03921,50,64.91,1,0,18,mensuel,prelevement,6.7,0.0,2,0
NOV-03922,50,142.75,1,2,15,annuel,carte,7.7,0.1,3,0
NOV-03923,24,43.84,0,0,13,mensuel,carte,6.6,0.1,4,1
NOV-03924,57,116.28,0,1,18,annuel,prelevement,6.2,0.1,3,0
NOV-03925,18,51.93,4,0,13,mensuel,virement,8.3,0.1,2,0
NOV-03926,56,19.62,4,0,7,mensuel,virement,10.0,0.0,1,1
NOV-03927,18,123.78,1,2,17,mensuel,virement,6.6,0.1,4,0
NOV-03928,37,58.2,2,1,21,bisannuel,carte,6.5,0.0,1,0
NOV-03929,6,68.87,6,0,21,mensuel,carte,8.3,0.0,3,1
NOV-03930,35,78.98,1,1,15,annuel,prelevement,10.0,0.0,3,0
NOV-03931,51,136.92,1,1,16,mensuel,prelevement,5.4,0.0,1,0
NOV-03932,50,36.01,1,0,17,mensuel,carte,7.3,0.0,2,0
NOV-03933,12,59.65,1,2,11,mensuel,prelevement,6.9,0.1,3,0
NOV-03934,32,44.75,0,0,20,mensuel,prelevement,10.0,0.0,4,0
NOV-03935,22,19.23,2,0,19,bisannuel,prelevement,4.6,0.0,1,0
NOV-03936,31,99.28,3,0,17,mensuel,prelevement,5.9,0.0,2,1
NOV-03937,4,32.97,1,2,16,bisannuel,carte,10.0,0.0,1,0
NOV-03938,33,20.95,2,1,19,annuel,virement,8.2,0.0,3,0
NOV-03939,9,126.22,1,1,22,annuel,prelevement,7.9,0.0,1,0
NOV-03940,29,40.0,4,3,15,annuel,prelevement,6.3,0.05,1,0
NOV-03941,53,34.69,0,1,23,mensuel,carte,10.0,0.0,3,0
NOV-03942,55,103.12,0,1,19,mensuel,prelevement,4.2,0.0,3,0
NOV-03943,6,43.47,0,0,30,mensuel,carte,8.3,0.05,2,0
NOV-03944,18,28.58,1,0,22,mensuel,virement,5.8,0.1,3,0
NOV-03945,64,132.59,2,0,19,mensuel,prelevement,8.3,0.05,2,0
NOV-03946,33,30.65,1,0,13,mensuel,prelevement,6.6,0.0,3,1
NOV-03947,52,49.16,1,0,19,annuel,carte,8.2,0.0,4,0
NOV-03948,46,45.96,2,0,12,bisannuel,prelevement,9.0,0.1,3,0
NOV-03949,17,119.08,0,0,15,annuel,carte,6.1,0.1,4,1
NOV-03950,14,110.39,4,1,16,mensuel,prelevement,5.9,0.1,4,1
NOV-03951,39,101.56,0,0,24,mensuel,prelevement,6.8,0.0,2,0
NOV-03952,1,73.86,1,0,16,mensuel,carte,5.1,0.0,3,0
NOV-03953,72,110.07,1,0,23,annuel,carte,7.5,0.05,4,0
NOV-03954,60,51.69,0,0,17,annuel,carte,3.9,0.0,1,0
NOV-03955,69,65.38,0,2,15,mensuel,prelevement,7.2,0.05,2,0
NOV-03956,18,69.97,2,1,18,annuel,virement,10.0,0.05,2,0
NOV-03957,26,84.27,1,1,17,annuel,carte,9.3,0.1,1,0
NOV-03958,34,41.95,0,0,22,annuel,carte,7.0,0.05,2,0
NOV-03959,46,59.82,2,1,14,annuel,carte,9.5,0.0,4,0
NOV-03960,54,80.11,0,0,18,annuel,prelevement,7.6,0.0,3,0
NOV-03961,53,137.06,1,0,15,mensuel,carte,4.4,0.0,1,1
NOV-03962,16,119.16,2,0,15,mensuel,carte,4.3,0.05,1,1
NOV-03963,46,114.54,1,1,20,mensuel,prelevement,8.8,0.2,1,0
NOV-03964,19,106.49,3,0,12,mensuel,prelevement,6.4,0.05,1,1
NOV-03965,67,106.87,2,0,22,mensuel,carte,8.3,0.0,1,0
NOV-03966,22,50.61,2,1,17,mensuel,prelevement,5.1,0.0,1,0
NOV-03967,62,110.39,1,0,18,mensuel,carte,7.3,0.1,2,0
NOV-03968,68,88.5,1,0,18,mensuel,carte,7.5,0.0,4,0
NOV-03969,2,92.18,0,0,15,mensuel,prelevement,8.2,0.0,3,0
NOV-03970,9,124.98,1,0,23,annuel,prelevement,9.5,0.0,4,0
NOV-03971,45,119.44,1,0,13,mensuel,prelevement,7.6,0.0,1,0
NOV-03972,29,48.53,1,0,9,annuel,prelevement,6.1,0.1,4,0
NOV-03973,33,44.92,1,0,20,annuel,prelevement,6.7,0.0,1,0
NOV-03974,26,38.08,1,2,18,mensuel,prelevement,4.6,0.0,4,1
NOV-03975,25,93.64,2,0,19,bisannuel,carte,7.1,0.1,3,0
NOV-03976,4,24.74,2,2,16,annuel,virement,10.0,0.2,4,1
NOV-03977,1,43.83,1,0,18,mensuel,prelevement,5.4,0.05,3,1
NOV-03978,56,57.84,1,1,19,annuel,prelevement,8.3,0.05,2,0
NOV-03979,17,57.54,2,0,15,annuel,carte,8.1,0.0,2,0
NOV-03980,7,74.74,0,0,23,mensuel,carte,6.2,0.0,2,1
NOV-03981,65,122.95,3,1,18,mensuel,prelevement,7.8,0.0,4,0
NOV-03982,63,92.3,0,0,22,mensuel,carte,6.8,0.05,3,0
NOV-03983,8,58.68,1,3,15,mensuel,prelevement,4.8,0.05,4,0
NOV-03984,32,55.21,2,0,17,bisannuel,carte,7.9,0.0,1,0
NOV-03985,15,65.63,1,1,22,mensuel,carte,7.5,0.0,4,0
NOV-03986,38,33.74,1,0,22,mensuel,carte,6.2,0.0,4,0
NOV-03987,58,47.65,0,1,19,bisannuel,prelevement,5.7,0.0,3,0
NOV-03988,60,70.79,2,1,14,mensuel,prelevement,7.9,0.2,2,0
NOV-03989,11,109.73,2,0,17,annuel,carte,4.9,0.0,2,1
NOV-03990,59,115.27,1,0,14,bisannuel,prelevement,8.0,0.0,2,0
NOV-03991,37,137.21,1,0,20,annuel,carte,3.0,0.0,3,1
NOV-03992,60,28.55,2,0,21,annuel,carte,6.6,0.05,2,0
NOV-03993,24,57.75,0,0,15,mensuel,prelevement,5.8,0.0,4,0
NOV-03994,55,140.71,1,0,23,mensuel,prelevement,6.1,0.2,2,0
NOV-03995,44,91.92,0,0,24,mensuel,virement,9.2,0.0,1,0
NOV-03996,54,33.62,1,0,11,annuel,carte,7.7,0.2,3,0
NOV-03997,63,116.47,3,0,23,annuel,prelevement,6.2,0.1,3,0
NOV-03998,10,47.93,1,0,15,mensuel,prelevement,7.1,0.05,4,0
NOV-03999,19,69.98,1,0,22,mensuel,prelevement,4.3,0.0,1,0
NOV-04000,39,138.23,0,0,29,annuel,prelevement,5.9,0.0,3,1
NOV-04001,62,28.56,0,0,18,mensuel,carte,7.6,0.05,3,0
NOV-04002,55,146.71,2,0,16,mensuel,prelevement,6.8,0.2,2,0
NOV-04003,66,128.6,1,1,17,annuel,carte,7.0,0.05,1,0
NOV-04004,49,35.93,1,0,9,annuel,prelevement,7.9,0.2,1,0
NOV-04005,14,78.34,4,1,25,annuel,carte,6.7,0.0,2,0
NOV-04006,30,115.45,5,0,21,bisannuel,virement,5.0,0.0,1,0
NOV-04007,51,140.49,1,0,17,mensuel,prelevement,7.3,0.1,3,1
NOV-04008,22,87.4,1,0,11,annuel,virement,7.6,0.0,3,1
NOV-04009,62,146.77,2,1,17,annuel,carte,6.8,0.0,1,0
NOV-04010,36,142.97,1,1,20,annuel,prelevement,5.4,0.0,1,0
NOV-04011,20,81.83,1,1,17,mensuel,prelevement,7.8,0.05,2,0
NOV-04012,49,59.37,1,0,17,mensuel,carte,8.0,0.0,4,0
NOV-04013,38,53.57,1,0,15,annuel,prelevement,6.1,0.0,3,1
NOV-04014,29,28.44,1,0,18,mensuel,prelevement,5.9,0.1,4,0
NOV-04015,22,83.93,2,0,13,mensuel,prelevement,5.6,0.0,2,1
NOV-04016,68,86.63,4,0,20,mensuel,carte,10.0,0.0,1,0
NOV-04017,34,42.66,4,0,21,mensuel,prelevement,5.7,0.1,2,0
NOV-04018,69,107.22,2,1,17,mensuel,virement,8.3,0.0,1,0
NOV-04019,60,30.41,2,0,19,mensuel,carte,8.9,0.0,2,0
NOV-04020,27,55.88,1,0,17,annuel,prelevement,6.5,0.0,2,0
NOV-04021,49,90.88,2,0,20,mensuel,carte,6.8,0.0,3,0
NOV-04022,3,104.6,0,1,18,bisannuel,prelevement,6.4,0.0,4,0
NOV-04023,47,19.11,2,0,18,mensuel,virement,7.9,0.2,3,0
NOV-04024,9,116.21,0,1,23,mensuel,prelevement,7.7,0.0,3,0
NOV-04025,31,77.89,1,0,16,mensuel,prelevement,5.6,0.1,4,0
NOV-04026,21,61.81,0,2,14,mensuel,carte,6.0,0.0,1,0
NOV-04027,26,34.96,0,0,15,bisannuel,prelevement,6.3,0.0,2,0
NOV-04028,72,99.58,0,0,14,annuel,carte,8.3,0.05,2,0
NOV-04029,25,102.14,3,1,20,bisannuel,prelevement,6.5,0.0,2,0
NOV-04030,66,49.08,3,0,14,bisannuel,prelevement,9.6,0.0,1,0
NOV-04031,43,54.15,3,0,13,mensuel,carte,5.8,0.0,3,0
NOV-04032,66,138.38,3,1,18,annuel,prelevement,7.5,0.0,3,0
NOV-04033,68,,1,0,15,annuel,prelevement,6.8,0.0,2,0
NOV-04034,44,,2,0,24,mensuel,carte,7.0,0.2,3,0
NOV-04035,25,31.94,1,0,14,mensuel,prelevement,10.0,0.0,2,0
NOV-04036,20,128.76,0,0,20,annuel,prelevement,5.3,0.0,3,0
NOV-04037,57,28.7,4,2,20,mensuel,carte,6.7,0.0,2,0
NOV-04038,54,91.79,0,3,15,mensuel,carte,,0.0,3,0
NOV-04039,44,90.66,2,0,20,mensuel,carte,5.9,0.0,3,0
NOV-04040,71,78.81,1,0,14,mensuel,prelevement,7.3,0.0,4,0
NOV-04041,65,60.76,1,0,22,mensuel,prelevement,6.5,0.1,3,0
NOV-04042,49,67.87,0,0,11,bisannuel,virement,9.1,0.1,4,0
NOV-04043,44,38.01,0,0,13,annuel,prelevement,7.3,0.0,3,0
NOV-04044,68,67.24,2,1,18,mensuel,prelevement,7.6,0.1,3,0
NOV-04045,9,44.03,1,0,16,annuel,prelevement,8.9,0.1,1,0
NOV-04046,22,146.34,1,2,24,mensuel,prelevement,7.2,0.0,4,0
NOV-04047,6,56.36,2,0,21,bisannuel,prelevement,9.3,0.0,2,0
NOV-04048,53,117.16,1,2,19,annuel,prelevement,3.1,0.0,4,0
NOV-04049,12,69.5,0,0,21,mensuel,carte,6.9,0.0,4,0
NOV-04050,62,71.32,0,1,22,annuel,prelevement,7.4,0.05,3,0
NOV-04051,49,144.02,1,0,13,mensuel,carte,8.7,0.05,2,0
NOV-04052,55,27.06,1,0,12,mensuel,prelevement,9.6,0.05,2,0
NOV-04053,67,117.06,0,0,15,annuel,carte,7.7,0.0,2,0
NOV-04054,50,99.33,2,1,14,mensuel,carte,7.9,0.0,3,1
NOV-04055,21,104.35,0,0,22,bisannuel,prelevement,5.9,0.05,2,0
NOV-04056,54,116.88,2,0,21,bisannuel,prelevement,6.0,0.05,3,0
NOV-04057,68,102.09,2,1,28,annuel,carte,6.3,0.0,2,0
NOV-04058,12,93.7,0,1,21,mensuel,carte,5.9,0.0,1,0
NOV-04059,45,31.58,2,1,27,mensuel,carte,9.8,0.05,3,0
NOV-04060,16,146.22,0,0,18,annuel,virement,9.7,0.1,4,0
NOV-04061,8,43.08,0,0,15,bisannuel,prelevement,6.7,0.0,2,0
NOV-04062,72,73.58,1,2,24,mensuel,carte,6.2,0.1,2,0
NOV-04063,49,34.79,1,0,13,mensuel,prelevement,9.1,0.05,2,0
NOV-04064,29,40.6,2,0,21,mensuel,carte,9.6,0.2,3,0
NOV-04065,38,104.51,2,0,20,mensuel,carte,8.2,0.0,3,0
NOV-04066,31,95.44,4,0,17,mensuel,virement,2.6,0.1,3,1
NOV-04067,20,106.06,2,0,13,bisannuel,prelevement,8.2,0.05,3,0
NOV-04068,39,105.65,3,0,14,mensuel,prelevement,7.9,0.05,1,1
NOV-04069,4,58.25,0,0,27,annuel,prelevement,6.6,0.2,4,0
NOV-04070,69,36.03,1,1,14,mensuel,prelevement,4.9,0.0,3,0
NOV-04071,64,121.05,1,0,18,mensuel,carte,6.8,0.0,1,0
NOV-04072,64,63.25,3,0,12,mensuel,prelevement,9.0,0.1,1,0
NOV-04073,5,91.58,1,0,16,bisannuel,prelevement,7.5,0.0,2,0
NOV-04074,51,54.74,1,0,9,annuel,prelevement,7.8,0.05,4,0
NOV-04075,18,40.94,0,0,17,bisannuel,carte,8.1,0.0,3,0
NOV-04076,66,48.8,1,0,15,mensuel,prelevement,6.4,0.0,2,0
NOV-04077,60,101.48,1,0,21,bisannuel,prelevement,6.0,0.05,4,0
NOV-04078,43,81.08,2,1,14,annuel,carte,8.2,0.1,2,0
NOV-04079,16,128.24,1,0,26,annuel,prelevement,6.6,0.0,4,1
NOV-04080,36,83.35,1,0,15,bisannuel,prelevement,10.0,0.2,3,0
NOV-04081,22,143.58,1,0,12,annuel,carte,6.5,0.05,1,0
NOV-04082,24,148.4,0,0,22,annuel,carte,8.2,0.0,4,0
NOV-04083,36,50.17,4,0,28,mensuel,virement,8.8,0.0,2,0
NOV-04084,64,55.05,4,0,18,mensuel,carte,10.0,0.2,1,0
NOV-04085,15,140.88,1,0,23,mensuel,carte,9.9,0.0,3,0
NOV-04086,71,134.47,1,1,19,mensuel,prelevement,6.8,0.0,2,0
NOV-04087,5,118.07,1,2,18,mensuel,carte,9.0,0.0,4,0
NOV-04088,34,65.34,1,0,19,mensuel,carte,9.7,0.0,3,0
NOV-04089,31,89.27,2,1,18,annuel,prelevement,5.7,0.1,3,0
NOV-04090,33,97.18,1,0,20,mensuel,prelevement,6.8,0.1,1,0
NOV-04091,66,45.49,0,0,15,annuel,prelevement,7.5,0.05,1,0
NOV-04092,50,131.05,1,0,26,annuel,prelevement,8.0,0.0,1,0
NOV-04093,37,31.11,1,1,16,mensuel,carte,4.9,0.0,2,0
NOV-04094,56,135.77,1,0,17,mensuel,prelevement,3.9,0.05,3,1
NOV-04095,41,50.71,1,0,16,annuel,prelevement,6.8,0.0,3,0
NOV-04096,12,24.92,2,0,14,bisannuel,virement,8.7,0.1,4,0
NOV-04097,11,51.24,1,0,20,mensuel,prelevement,8.1,0.05,3,0
NOV-04098,34,40.64,2,1,12,annuel,prelevement,5.7,0.0,2,0
NOV-04099,59,122.47,0,1,24,mensuel,prelevement,6.5,0.05,4,0
NOV-04100,71,51.23,0,1,16,annuel,prelevement,7.2,0.05,4,0
NOV-04101,51,81.03,1,0,22,mensuel,prelevement,7.1,0.2,3,0
NOV-04102,22,90.93,1,0,16,mensuel,carte,6.7,0.05,1,0
NOV-04103,6,63.19,1,0,16,mensuel,prelevement,6.6,0.0,1,0
NOV-04104,15,48.64,1,1,13,annuel,prelevement,6.7,0.05,1,0
NOV-04105,48,125.52,5,0,21,mensuel,carte,9.4,0.0,1,0
NOV-04106,28,53.93,6,1,21,bisannuel,prelevement,9.9,0.0,2,0
NOV-04107,63,24.4,3,1,13,mensuel,carte,6.7,0.0,2,0
NOV-04108,71,67.12,0,0,10,annuel,prelevement,6.2,0.0,3,0
NOV-04109,63,96.17,2,0,24,mensuel,virement,6.4,0.2,4,0
NOV-04110,39,36.41,2,0,15,mensuel,prelevement,9.4,0.1,4,0
NOV-04111,36,97.97,2,1,19,mensuel,carte,8.6,0.0,3,0
NOV-04112,67,124.47,2,1,20,mensuel,carte,7.5,0.0,2,0
NOV-04113,7,143.04,2,0,22,mensuel,virement,7.7,0.1,3,0
NOV-04114,18,143.62,2,2,23,annuel,carte,6.6,0.0,1,1
NOV-04115,52,139.09,2,1,25,annuel,prelevement,8.1,0.0,1,0
NOV-04116,11,84.0,0,0,17,mensuel,carte,8.5,0.0,1,1
NOV-04117,15,97.13,2,0,21,mensuel,prelevement,3.5,0.0,2,1
NOV-04118,47,126.04,1,1,16,mensuel,prelevement,,0.0,1,0
NOV-04119,11,112.42,1,1,14,mensuel,prelevement,8.2,0.1,1,0
NOV-04120,37,73.49,2,1,27,mensuel,prelevement,9.6,0.05,1,0
NOV-04121,72,126.02,2,1,21,annuel,prelevement,6.8,0.0,1,0
NOV-04122,8,90.72,0,1,21,annuel,prelevement,8.6,0.05,4,0
NOV-04123,6,129.76,4,0,12,mensuel,carte,9.2,0.1,1,1
NOV-04124,28,132.5,2,0,21,bisannuel,prelevement,8.6,0.0,4,0
NOV-04125,43,88.31,2,1,21,annuel,prelevement,8.0,0.0,4,0
NOV-04126,67,83.48,2,0,18,annuel,prelevement,8.8,0.0,1,0
NOV-04127,59,128.85,2,1,17,annuel,virement,4.5,0.1,3,1
NOV-04128,52,87.62,1,0,16,annuel,carte,6.8,0.0,4,0
NOV-04129,26,113.9,1,0,19,bisannuel,carte,6.9,0.0,3,0
NOV-04130,30,21.86,0,0,24,annuel,prelevement,5.8,0.0,2,0
NOV-04131,70,131.22,1,1,17,annuel,carte,9.5,0.05,1,0
NOV-04132,31,78.18,2,0,20,mensuel,prelevement,9.2,0.0,3,0
NOV-04133,8,95.59,3,1,19,mensuel,prelevement,7.9,0.0,4,0
NOV-04134,11,52.14,3,0,15,annuel,prelevement,7.4,0.0,3,0
NOV-04135,62,83.0,1,1,13,bisannuel,prelevement,7.9,0.0,4,0
NOV-04136,61,28.07,1,2,20,mensuel,prelevement,7.5,0.0,1,0
NOV-04137,40,113.49,0,1,28,annuel,prelevement,5.6,0.1,1,0
NOV-04138,42,131.37,2,0,16,mensuel,prelevement,6.0,0.1,1,0
NOV-04139,54,32.27,4,0,23,annuel,prelevement,3.9,0.05,1,0
NOV-04140,34,138.67,2,1,18,annuel,carte,7.8,0.0,1,0
NOV-04141,28,117.31,3,0,16,mensuel,prelevement,6.2,0.05,1,0
NOV-04142,13,84.24,2,1,23,mensuel,prelevement,6.2,0.0,3,1
NOV-04143,14,110.81,0,0,18,annuel,prelevement,7.2,0.05,1,0
NOV-04144,40,116.93,3,0,16,annuel,virement,6.4,0.1,1,1
NOV-04145,48,47.36,1,1,23,annuel,prelevement,9.4,0.05,1,0
NOV-04146,51,116.94,3,0,16,mensuel,prelevement,6.7,0.0,3,0
NOV-04147,50,132.76,4,1,15,annuel,carte,8.3,0.1,4,0
NOV-04148,2,85.54,1,0,21,mensuel,carte,7.3,0.0,4,0
NOV-04149,71,125.62,2,1,24,bisannuel,prelevement,7.6,0.1,1,0
NOV-04150,40,117.67,1,1,13,mensuel,carte,9.9,0.0,2,0
NOV-04151,59,47.36,0,0,13,annuel,carte,5.2,0.05,1,0
NOV-04152,57,116.21,4,1,20,mensuel,prelevement,6.7,0.0,1,1
NOV-04153,17,118.3,3,1,22,mensuel,prelevement,6.5,0.0,3,0
NOV-04154,64,100.51,1,2,18,annuel,prelevement,5.6,0.1,3,0
NOV-04155,65,30.46,0,1,19,mensuel,prelevement,6.1,0.1,2,0
NOV-04156,16,59.11,2,0,16,mensuel,prelevement,7.1,0.1,3,1
NOV-04157,11,91.46,2,0,20,mensuel,virement,6.4,0.0,3,1
NOV-04158,54,86.19,1,0,18,annuel,prelevement,10.0,0.0,4,0
NOV-04159,13,41.13,0,0,23,annuel,prelevement,3.6,0.0,4,0
NOV-04160,39,46.99,0,1,22,mensuel,virement,7.9,0.1,3,0
NOV-04161,54,103.35,0,0,19,mensuel,prelevement,7.0,0.05,1,1
NOV-04162,57,102.73,0,1,23,mensuel,prelevement,7.9,0.05,2,0
NOV-04163,49,128.53,0,0,18,bisannuel,carte,6.1,0.05,4,0
NOV-04164,43,30.71,1,0,20,mensuel,carte,8.5,0.05,3,0
NOV-04165,60,99.36,2,0,12,mensuel,carte,7.8,0.0,1,0
NOV-04166,46,40.13,3,0,15,annuel,carte,8.0,0.0,4,0
NOV-04167,67,139.66,0,0,21,mensuel,virement,6.9,0.1,4,0
NOV-04168,35,86.65,0,0,15,annuel,prelevement,6.9,0.0,3,0
NOV-04169,29,66.31,0,0,20,mensuel,prelevement,8.1,0.05,1,0
NOV-04170,17,69.89,1,0,17,annuel,prelevement,7.2,0.0,1,1
NOV-04171,15,113.4,1,0,21,mensuel,prelevement,5.5,0.0,3,1
NOV-04172,5,43.92,0,0,22,annuel,prelevement,7.9,0.2,1,0
NOV-04173,36,27.22,3,0,13,mensuel,prelevement,7.1,0.0,3,0
NOV-04174,51,133.81,4,0,16,mensuel,carte,6.6,0.0,4,1
NOV-04175,53,69.51,1,0,18,annuel,prelevement,3.8,0.05,1,0
NOV-04176,52,32.82,1,1,24,mensuel,carte,4.0,0.1,1,1
NOV-04177,9,72.08,1,0,15,mensuel,carte,6.8,0.0,3,0
NOV-04178,26,68.89,2,2,16,annuel,prelevement,5.2,0.0,2,1
NOV-04179,16,91.42,0,0,14,annuel,carte,9.1,0.1,4,0
NOV-04180,54,129.14,2,0,8,mensuel,prelevement,8.4,0.05,4,0
NOV-04181,68,129.83,2,1,24,annuel,carte,7.0,0.0,3,1
NOV-04182,55,19.56,1,1,18,mensuel,carte,4.7,0.05,2,0
NOV-04183,21,32.02,3,0,17,annuel,carte,5.5,0.05,2,1
NOV-04184,16,95.78,5,0,16,annuel,carte,8.9,0.1,1,0
NOV-04185,16,70.04,1,0,26,mensuel,prelevement,8.6,0.0,2,0
NOV-04186,23,112.75,1,1,17,mensuel,prelevement,4.9,0.0,3,0
NOV-04187,47,36.49,0,0,23,mensuel,carte,9.6,0.0,1,0
NOV-04188,28,25.25,1,0,17,annuel,prelevement,7.1,0.1,3,0
NOV-04189,65,53.57,2,0,13,mensuel,carte,8.3,0.05,3,0
NOV-04190,16,84.84,2,1,34,annuel,prelevement,4.1,0.0,3,0
NOV-04191,10,50.27,1,0,29,mensuel,carte,8.6,0.2,3,0
NOV-04192,35,,2,1,22,mensuel,carte,6.3,0.05,4,1
NOV-04193,20,98.41,1,2,24,annuel,carte,7.1,0.05,2,0
NOV-04194,12,128.53,0,0,12,annuel,carte,6.5,0.0,1,0
NOV-04195,56,,1,0,12,mensuel,prelevement,5.9,0.1,4,1
NOV-04196,61,30.55,0,1,22,mensuel,carte,8.6,0.05,1,0
NOV-04197,12,100.93,0,0,20,bisannuel,prelevement,9.2,0.05,1,0
NOV-04198,12,125.46,1,0,23,bisannuel,carte,5.1,0.0,4,0
NOV-04199,54,82.52,2,1,17,annuel,prelevement,6.0,0.05,4,0
NOV-04200,12,79.65,1,0,17,mensuel,carte,7.3,0.1,3,0
NOV-04201,6,72.23,0,0,20,mensuel,virement,8.0,0.1,3,0
NOV-04202,16,131.56,3,0,15,mensuel,prelevement,8.3,0.1,3,0
NOV-04203,11,72.28,3,1,16,mensuel,prelevement,4.9,0.0,1,1
NOV-04204,5,88.02,2,0,21,mensuel,carte,5.9,0.0,2,1
NOV-04205,52,88.73,0,0,18,mensuel,carte,6.6,0.0,3,0
NOV-04206,40,148.02,1,0,14,mensuel,prelevement,4.5,0.0,2,1
NOV-04207,72,44.31,3,0,20,mensuel,prelevement,5.0,0.1,4,0
NOV-04208,46,25.95,1,0,15,mensuel,prelevement,6.3,0.1,1,0
NOV-04209,10,52.54,0,0,17,mensuel,prelevement,7.4,0.05,4,0
NOV-04210,33,24.36,2,1,20,mensuel,carte,4.7,0.05,4,1
NOV-04211,69,101.61,1,0,28,bisannuel,prelevement,7.7,0.0,4,0
NOV-04212,26,74.44,0,0,26,mensuel,carte,6.2,0.0,4,0
NOV-04213,42,147.41,4,1,15,mensuel,virement,9.3,0.1,2,1
NOV-04214,41,117.62,0,1,23,bisannuel,prelevement,7.0,0.0,3,0
NOV-04215,7,81.74,2,2,16,mensuel,prelevement,6.9,0.05,2,1
NOV-04216,41,130.49,2,1,15,bisannuel,prelevement,7.1,0.1,4,0
NOV-04217,69,125.71,0,1,16,annuel,prelevement,4.3,0.0,1,0
NOV-04218,11,130.04,2,0,15,annuel,prelevement,4.7,0.1,2,0
NOV-04219,61,73.22,2,1,20,annuel,prelevement,6.8,0.05,1,0
NOV-04220,43,19.52,3,0,14,mensuel,virement,7.4,0.1,2,0
NOV-04221,25,58.55,2,0,19,mensuel,prelevement,5.2,0.0,3,0
NOV-04222,26,93.47,2,0,19,mensuel,carte,7.9,0.0,1,1
NOV-04223,4,21.26,3,2,19,annuel,prelevement,6.1,0.1,4,0
NOV-04224,14,41.28,2,0,17,mensuel,virement,9.8,0.0,3,0
NOV-04225,23,75.13,0,0,18,mensuel,prelevement,8.4,0.2,2,0
NOV-04226,46,126.39,2,1,15,annuel,prelevement,6.9,0.0,1,0
NOV-04227,12,44.48,2,0,26,mensuel,carte,4.8,0.1,2,1
NOV-04228,53,139.16,2,0,19,mensuel,prelevement,8.3,0.0,1,0
NOV-04229,57,137.23,2,0,20,bisannuel,virement,7.3,0.0,4,0
NOV-04230,19,147.58,0,0,21,mensuel,carte,9.6,0.1,3,0
NOV-04231,30,67.9,4,1,17,mensuel,prelevement,6.0,0.0,3,0
NOV-04232,14,35.33,1,0,27,annuel,carte,4.5,0.05,1,0
NOV-04233,40,43.21,0,1,17,mensuel,prelevement,5.1,0.2,1,0
NOV-04234,68,64.6,1,0,18,mensuel,prelevement,5.8,0.1,1,0
NOV-04235,45,30.24,4,1,15,annuel,prelevement,5.9,0.05,1,0
NOV-04236,11,49.46,5,2,24,mensuel,prelevement,4.2,0.0,3,1
NOV-04237,41,107.63,0,0,17,annuel,carte,7.1,0.2,3,1
NOV-04238,11,94.19,0,0,19,annuel,carte,8.0,0.0,3,0
NOV-04239,70,86.73,0,0,17,mensuel,prelevement,6.7,0.05,4,0
NOV-04240,48,20.66,2,1,13,annuel,prelevement,3.9,0.1,3,1
NOV-04241,58,29.87,3,1,14,mensuel,carte,8.9,0.05,3,0
NOV-04242,9,70.95,2,1,17,mensuel,virement,6.5,0.05,3,0
NOV-04243,20,115.91,3,0,17,mensuel,prelevement,7.7,0.0,1,0
NOV-04244,36,51.68,5,0,23,annuel,prelevement,9.8,0.0,4,0
NOV-04245,27,127.17,1,1,19,annuel,prelevement,8.7,0.05,4,0
NOV-04246,38,69.89,1,0,17,annuel,prelevement,5.3,0.05,1,0
NOV-04247,28,77.51,2,0,15,mensuel,prelevement,8.2,0.0,1,0
NOV-04248,47,124.03,2,0,11,mensuel,carte,4.4,0.0,1,1
NOV-04249,53,85.9,2,0,20,annuel,prelevement,7.9,0.0,1,0
NOV-04250,64,19.86,1,0,19,annuel,prelevement,8.3,0.0,4,0
NOV-04251,71,76.55,1,1,15,annuel,carte,8.4,0.1,3,0
NOV-04252,19,37.43,2,0,22,mensuel,prelevement,6.4,0.0,3,0
NOV-04253,56,125.32,2,0,12,annuel,prelevement,6.0,0.0,4,1
NOV-04254,63,38.01,2,1,18,mensuel,prelevement,7.1,0.05,1,0
NOV-04255,31,135.29,3,1,19,mensuel,prelevement,6.8,0.05,2,0
NOV-04256,57,31.48,0,1,19,mensuel,carte,6.4,0.0,3,0
NOV-04257,9,37.37,2,0,19,mensuel,prelevement,6.0,0.05,4,0
NOV-04258,39,58.06,4,0,31,annuel,prelevement,9.4,0.0,2,0
NOV-04259,31,54.49,2,0,21,mensuel,prelevement,7.2,0.1,2,0
